id,label
1059,bird
1060,horse
1061,dog
1062,frog
1063,truck
1064,automobile
1065,frog
1066,truck
1067,bird
1068,deer
1069,airplane
1070,cat
1071,frog
1072,deer
1073,horse
1074,deer
1075,cat
1076,truck
1077,deer
1078,deer
1079,dog
1080,dog
1081,frog
1082,deer
1083,deer
1084,ship
1085,ship
1086,ship
1087,horse
1088,dog
1089,bird
1090,cat
1091,cat
1092,ship
1093,airplane
1094,airplane
1095,bird
1096,truck
1097,horse
1098,frog
1099,cat
1100,truck
1101,dog
1102,deer
1103,cat
1104,airplane
1105,truck
1106,deer
1107,ship
1108,cat
1109,truck
1110,ship
1111,dog
1112,horse
1113,frog
1114,cat
1115,deer
1116,cat
1117,dog
1118,deer
1119,airplane
1120,cat
1121,ship
1122,dog
1123,cat
1124,ship
1125,horse
1126,bird
1127,cat
1128,frog
1129,truck
1130,cat
1131,bird
1132,deer
1133,dog
1134,frog
1135,deer
1136,cat
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,deer
1152,cat
1153,cat
1154,bird
1155,horse
1156,horse
1157,dog
1158,horse
1159,airplane
1160,bird
1161,dog
1162,airplane
1163,airplane
1164,frog
1165,ship
1166,airplane
1167,deer
1168,automobile
1169,cat
1170,bird
1171,cat
1172,truck
1173,airplane
1174,bird
1175,ship
1176,bird
1177,deer
1178,ship
1179,dog
1180,deer
1181,frog
1182,deer
1183,ship
1184,deer
1185,automobile
1186,dog
1187,dog
1188,cat
1189,dog
1190,cat
1191,deer
1192,dog
1193,automobile
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,horse
1203,deer
1204,dog
1205,bird
1206,dog
1207,dog
1208,dog
1209,cat
1210,frog
1211,frog
1212,cat
1213,truck
1214,truck
1215,ship
1216,frog
1217,dog
1218,cat
1219,deer
1220,automobile
1221,deer
1222,ship
1223,dog
1224,cat
1225,cat
1226,automobile
1227,cat
1228,bird
1229,automobile
1230,dog
1231,dog
1232,horse
1233,deer
1234,automobile
1235,automobile
1236,deer
1237,dog
1238,dog
1239,cat
1240,bird
1241,dog
1242,deer
1243,ship
1244,airplane
1245,ship
1246,ship
1247,horse
1248,airplane
1249,dog
1250,cat
1251,frog
1252,deer
1253,airplane
1254,airplane
1255,frog
1256,cat
1257,frog
1258,deer
1259,bird
1260,automobile
1261,cat
1262,bird
1263,deer
1264,bird
1265,cat
1266,frog
1267,cat
1268,cat
1269,frog
1270,dog
1271,deer
1272,airplane
1273,ship
1274,deer
1275,bird
1276,frog
1277,deer
1278,horse
1279,cat
1280,frog
1281,cat
1282,ship
1283,deer
1284,deer
1285,truck
1286,dog
1287,deer
1288,horse
1289,dog
1290,frog
1291,automobile
1292,deer
1293,dog
1294,automobile
1295,truck
1296,deer
1297,deer
1298,deer
1299,airplane
1300,ship
1301,truck
1302,airplane
1303,deer
1304,deer
1305,horse
1306,cat
1307,deer
1308,airplane
1309,airplane
1310,frog
1311,truck
1312,frog
1313,airplane
1314,bird
1315,bird
1316,automobile
1317,cat
1318,truck
1319,cat
1320,dog
1321,cat
1322,deer
1323,bird
1324,dog
1325,horse
1326,airplane
1327,horse
1328,automobile
1329,cat
1330,airplane
1331,automobile
1332,airplane
1333,frog
1334,truck
1335,cat
1336,bird
1337,cat
1338,bird
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,bird
1344,airplane
1345,truck
1346,cat
1347,bird
1348,airplane
1349,deer
1350,frog
1351,dog
1352,dog
1353,bird
1354,dog
1355,deer
1356,truck
1357,deer
1358,frog
1359,dog
1360,dog
1361,bird
1362,frog
1363,deer
1364,bird
1365,deer
1366,deer
1367,deer
1368,airplane
1369,deer
1370,automobile
1371,dog
1372,deer
1373,dog
1374,dog
1375,cat
1376,cat
1377,bird
1378,deer
1379,cat
1380,frog
1381,ship
1382,horse
1383,truck
1384,cat
1385,truck
1386,deer
1387,ship
1388,deer
1389,dog
1390,dog
1391,bird
1392,frog
1393,cat
1394,ship
1395,dog
1396,horse
1397,deer
1398,truck
1399,airplane
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,dog
1406,deer
1407,cat
1408,deer
1409,bird
1410,cat
1411,deer
1412,truck
1413,truck
1414,deer
1415,truck
1416,bird
1417,automobile
1418,frog
1419,bird
1420,bird
1421,cat
1422,frog
1423,frog
1424,dog
1425,airplane
1426,frog
1427,cat
1428,dog
1429,bird
1430,dog
1431,airplane
1432,automobile
1433,truck
1434,deer
1435,automobile
1436,bird
1437,cat
1438,horse
1439,dog
1440,cat
1441,ship
1442,bird
1443,deer
1444,bird
1445,automobile
1446,cat
1447,deer
1448,deer
1449,horse
1450,ship
1451,airplane
1452,deer
1453,frog
1454,bird
1455,frog
1456,dog
1457,deer
1458,horse
1459,cat
1460,airplane
1461,deer
1462,ship
1463,cat
1464,dog
1465,bird
1466,airplane
1467,truck
1468,deer
1469,deer
1470,cat
1471,dog
1472,dog
1473,frog
1474,bird
1475,bird
1476,dog
1477,bird
1478,truck
1479,truck
1480,dog
1481,dog
1482,frog
1483,airplane
1484,ship
1485,frog
1486,ship
1487,dog
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,cat
1494,dog
1495,frog
1496,airplane
1497,dog
1498,deer
1499,ship
1500,truck
1501,ship
1502,deer
1503,ship
1504,automobile
1505,horse
1506,horse
1507,airplane
1508,frog
1509,deer
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,bird
1516,frog
1517,truck
1518,airplane
1519,deer
1520,deer
1521,bird
1522,deer
1523,truck
1524,frog
1525,cat
1526,cat
1527,cat
1528,bird
1529,horse
1530,deer
1531,automobile
1532,ship
1533,bird
1534,bird
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,airplane
1542,horse
1543,automobile
1544,deer
1545,truck
1546,frog
1547,bird
1548,dog
1549,deer
1550,cat
1551,dog
1552,truck
1553,automobile
1554,bird
1555,horse
1556,cat
1557,bird
1558,deer
1559,deer
1560,deer
1561,deer
1562,deer
1563,dog
1564,dog
1565,horse
1566,frog
1567,deer
1568,cat
1569,dog
1570,cat
1571,ship
1572,airplane
1573,truck
1574,frog
1575,cat
1576,ship
1577,truck
1578,airplane
1579,automobile
1580,cat
1581,deer
1582,deer
1583,ship
1584,frog
1585,airplane
1586,airplane
1587,cat
1588,frog
1589,bird
1590,deer
1591,cat
1592,dog
1593,bird
1594,cat
1595,dog
1596,automobile
1597,deer
1598,cat
1599,dog
1600,airplane
1601,cat
1602,truck
1603,dog
1604,dog
1605,frog
1606,horse
1607,ship
1608,deer
1609,cat
1610,deer
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,airplane
1618,bird
1619,deer
1620,truck
1621,truck
1622,dog
1623,ship
1624,ship
1625,truck
1626,ship
1627,cat
1628,frog
1629,deer
1630,cat
1631,ship
1632,airplane
1633,airplane
1634,bird
1635,airplane
1636,cat
1637,horse
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,cat
1643,bird
1644,horse
1645,automobile
1646,dog
1647,truck
1648,cat
1649,dog
1650,automobile
1651,dog
1652,deer
1653,bird
1654,dog
1655,dog
1656,bird
1657,airplane
1658,frog
1659,airplane
1660,airplane
1661,deer
1662,ship
1663,airplane
1664,ship
1665,cat
1666,deer
1667,airplane
1668,ship
1669,dog
1670,automobile
1671,truck
1672,dog
1673,deer
1674,frog
1675,automobile
1676,bird
1677,frog
1678,deer
1679,bird
1680,dog
1681,airplane
1682,ship
1683,truck
1684,deer
1685,frog
1686,cat
1687,frog
1688,airplane
1689,ship
1690,ship
1691,frog
1692,bird
1693,bird
1694,horse
1695,airplane
1696,cat
1697,ship
1698,airplane
1699,dog
1700,deer
1701,frog
1702,cat
1703,airplane
1704,dog
1705,dog
1706,bird
1707,cat
1708,dog
1709,deer
1710,truck
1711,horse
1712,deer
1713,deer
1714,cat
1715,airplane
1716,deer
1717,deer
1718,horse
1719,cat
1720,automobile
1721,frog
1722,frog
1723,cat
1724,deer
1725,frog
1726,deer
1727,cat
1728,cat
1729,cat
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,cat
1736,frog
1737,cat
1738,truck
1739,airplane
1740,bird
1741,ship
1742,bird
1743,cat
1744,cat
1745,airplane
1746,horse
1747,frog
1748,deer
1749,dog
1750,cat
1751,automobile
1752,bird
1753,cat
1754,cat
1755,frog
1756,dog
1757,truck
1758,truck
1759,ship
1760,cat
1761,airplane
1762,ship
1763,deer
1764,cat
1765,frog
1766,horse
1767,airplane
1768,ship
1769,ship
1770,deer
1771,automobile
1772,automobile
1773,cat
1774,cat
1775,bird
1776,airplane
1777,dog
1778,cat
1779,ship
1780,bird
1781,truck
1782,bird
1783,cat
1784,bird
1785,cat
1786,airplane
1787,automobile
1788,deer
1789,airplane
1790,frog
1791,dog
1792,truck
1793,ship
1794,frog
1795,deer
1796,horse
1797,bird
1798,airplane
1799,cat
1800,ship
1801,dog
1802,dog
1803,bird
1804,bird
1805,ship
1806,cat
1807,bird
1808,truck
1809,automobile
1810,dog
1811,dog
1812,horse
1813,cat
1814,dog
1815,horse
1816,deer
1817,cat
1818,bird
1819,ship
1820,dog
1821,cat
1822,deer
1823,bird
1824,frog
1825,horse
1826,dog
1827,bird
1828,deer
1829,bird
1830,automobile
1831,truck
1832,cat
1833,airplane
1834,truck
1835,bird
1836,cat
1837,dog
1838,deer
1839,cat
1840,deer
1841,deer
1842,deer
1843,cat
1844,horse
1845,dog
1846,bird
1847,dog
1848,ship
1849,deer
1850,frog
1851,frog
1852,frog
1853,automobile
1854,ship
1855,dog
1856,cat
1857,frog
1858,horse
1859,airplane
1860,cat
1861,deer
1862,airplane
1863,dog
1864,frog
1865,dog
1866,frog
1867,deer
1868,cat
1869,deer
1870,deer
1871,airplane
1872,deer
1873,frog
1874,airplane
1875,automobile
1876,deer
1877,ship
1878,bird
1879,dog
1880,cat
1881,dog
1882,deer
1883,bird
1884,cat
1885,cat
1886,truck
1887,airplane
1888,cat
1889,deer
1890,bird
1891,deer
1892,truck
1893,automobile
1894,cat
1895,airplane
1896,airplane
1897,cat
1898,deer
1899,automobile
1900,frog
1901,bird
1902,cat
1903,bird
1904,ship
1905,deer
1906,bird
1907,cat
1908,cat
1909,dog
1910,truck
1911,ship
1912,horse
1913,automobile
1914,cat
1915,truck
1916,cat
1917,deer
1918,deer
1919,ship
1920,cat
1921,cat
1922,ship
1923,dog
1924,bird
1925,bird
1926,airplane
1927,cat
1928,cat
1929,horse
1930,bird
1931,ship
1932,airplane
1933,dog
1934,horse
1935,cat
1936,frog
1937,ship
1938,horse
1939,ship
1940,frog
1941,dog
1942,ship
1943,deer
1944,horse
1945,frog
1946,cat
1947,ship
1948,deer
1949,deer
1950,cat
1951,horse
1952,cat
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,frog
1960,airplane
1961,cat
1962,deer
1963,cat
1964,frog
1965,automobile
1966,dog
1967,automobile
1968,truck
1969,deer
1970,airplane
1971,frog
1972,frog
1973,cat
1974,ship
1975,dog
1976,bird
1977,cat
1978,ship
1979,frog
1980,airplane
1981,cat
1982,dog
1983,truck
1984,airplane
1985,bird
1986,airplane
1987,deer
1988,airplane
1989,frog
1990,airplane
1991,cat
1992,dog
1993,airplane
1994,automobile
1995,frog
1996,horse
1997,truck
1998,bird
1999,deer
2000,truck
2001,deer
2002,frog
2003,truck
2004,deer
2005,cat
2006,horse
2007,ship
2008,cat
2009,cat
2010,automobile
2011,dog
2012,dog
2013,horse
2014,dog
2015,deer
2016,cat
2017,cat
2018,bird
2019,bird
2020,airplane
2021,airplane
2022,dog
2023,deer
2024,horse
2025,cat
2026,truck
2027,deer
2028,cat
2029,airplane
2030,horse
2031,deer
2032,horse
2033,deer
2034,deer
2035,deer
2036,ship
2037,ship
2038,dog
2039,dog
2040,deer
2041,ship
2042,frog
2043,deer
2044,dog
2045,deer
2046,dog
2047,cat
2048,dog
2049,dog
2050,truck
2051,deer
2052,bird
2053,frog
2054,horse
2055,frog
2056,airplane
2057,automobile
2058,bird
2059,bird
2060,airplane
2061,cat
2062,frog
2063,bird
2064,frog
2065,dog
2066,truck
2067,ship
2068,truck
2069,bird
2070,deer
2071,dog
2072,cat
2073,deer
2074,deer
2075,deer
2076,airplane
2077,airplane
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,frog
2084,airplane
2085,dog
2086,horse
2087,frog
2088,dog
2089,truck
2090,frog
2091,bird
2092,automobile
2093,cat
2094,airplane
2095,frog
2096,dog
2097,deer
2098,deer
2099,cat
2100,ship
2101,dog
2102,airplane
2103,ship
2104,dog
2105,airplane
2106,ship
2107,airplane
2108,ship
2109,airplane
2110,dog
2111,deer
2112,frog
2113,frog
2114,airplane
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,dog
2121,horse
2122,automobile
2123,deer
2124,cat
2125,truck
2126,dog
2127,ship
2128,ship
2129,deer
2130,truck
2131,cat
2132,horse
2133,dog
2134,airplane
2135,airplane
2136,cat
2137,cat
2138,cat
2139,bird
2140,horse
2141,cat
2142,frog
2143,frog
2144,bird
2145,airplane
2146,bird
2147,bird
2148,cat
2149,deer
2150,truck
2151,dog
2152,cat
2153,truck
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,airplane
2165,frog
2166,frog
2167,cat
2168,automobile
2169,airplane
2170,deer
2171,ship
2172,bird
2173,deer
2174,horse
2175,dog
2176,dog
2177,frog
2178,cat
2179,automobile
2180,cat
2181,frog
2182,ship
2183,horse
2184,ship
2185,dog
2186,automobile
2187,cat
2188,frog
2189,frog
2190,deer
2191,airplane
2192,cat
2193,bird
2194,automobile
2195,cat
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,horse
2204,ship
2205,deer
2206,bird
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,airplane
2213,deer
2214,truck
2215,truck
2216,ship
2217,cat
2218,airplane
2219,deer
2220,airplane
2221,truck
2222,automobile
2223,frog
2224,bird
2225,cat
2226,automobile
2227,airplane
2228,cat
2229,cat
2230,deer
2231,bird
2232,horse
2233,cat
2234,airplane
2235,deer
2236,airplane
2237,frog
2238,frog
2239,airplane
2240,horse
2241,automobile
2242,dog
2243,dog
2244,horse
2245,cat
2246,bird
2247,frog
2248,dog
2249,cat
2250,deer
2251,dog
2252,horse
2253,dog
2254,dog
2255,horse
2256,ship
2257,cat
2258,cat
2259,airplane
2260,frog
2261,airplane
2262,deer
2263,horse
2264,frog
2265,bird
2266,airplane
2267,dog
2268,deer
2269,horse
2270,frog
2271,frog
2272,ship
2273,automobile
2274,deer
2275,horse
2276,dog
2277,truck
2278,airplane
2279,ship
2280,deer
2281,deer
2282,frog
2283,deer
2284,cat
2285,dog
2286,cat
2287,truck
2288,cat
2289,ship
2290,frog
2291,dog
2292,cat
2293,deer
2294,truck
2295,dog
2296,dog
2297,bird
2298,airplane
2299,airplane
2300,cat
2301,frog
2302,horse
2303,deer
2304,airplane
2305,airplane
2306,bird
2307,dog
2308,dog
2309,airplane
2310,cat
2311,truck
2312,deer
2313,dog
2314,ship
2315,dog
2316,cat
2317,horse
2318,ship
2319,frog
2320,dog
2321,deer
2322,deer
2323,frog
2324,dog
2325,cat
2326,frog
2327,cat
2328,frog
2329,dog
2330,deer
2331,cat
2332,automobile
2333,cat
2334,automobile
2335,airplane
2336,cat
2337,deer
2338,bird
2339,ship
2340,bird
2341,bird
2342,deer
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,deer
2350,cat
2351,frog
2352,frog
2353,horse
2354,deer
2355,deer
2356,airplane
2357,horse
2358,bird
2359,bird
2360,airplane
2361,deer
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,bird
2368,airplane
2369,cat
2370,ship
2371,horse
2372,cat
2373,ship
2374,deer
2375,airplane
2376,dog
2377,automobile
2378,ship
2379,cat
2380,automobile
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,bird
2386,airplane
2387,airplane
2388,frog
2389,frog
2390,deer
2391,bird
2392,automobile
2393,airplane
2394,bird
2395,airplane
2396,deer
2397,bird
2398,deer
2399,deer
2400,ship
2401,automobile
2402,bird
2403,truck
2404,cat
2405,bird
2406,cat
2407,cat
2408,automobile
2409,deer
2410,cat
2411,cat
2412,ship
2413,ship
2414,dog
2415,airplane
2416,deer
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,cat
2423,horse
2424,dog
2425,cat
2426,bird
2427,deer
2428,bird
2429,truck
2430,deer
2431,horse
2432,truck
2433,cat
